record_no	exploratory	EP_PlotID	plant_genus	plant_species	no_inflorescences	inflorescences_qcm	sub_plot	survey	date	last_mowing
2372	Schorfheide	SEG29	Galium		100	11	managed	1	6/15/2008 12:00:00 AM	
2373	Schorfheide	SEG29	Galium		2400	200	succession	1	6/15/2008 12:00:00 AM	
2374	Schorfheide	SEG29	Ranunculus		6	6	managed	1	6/15/2008 12:00:00 AM	
2375	Schorfheide	SEG29	Ranunculus		2	2	succession	1	6/15/2008 12:00:00 AM	
2376	Schorfheide	SEG3	Symphytum	Symphytum officinale	8	12	managed	1	6/20/2008 12:00:00 AM	
2377	Schorfheide	SEG3	Symphytum	Symphytum officinale	6	9	realistic	1	6/20/2008 12:00:00 AM	
2378	Schorfheide	SEG3	Symphytum	Symphytum officinale	20	30	succession	1	6/20/2008 12:00:00 AM	
2379	Schorfheide	SEG3	Trifolium	Trifolium repens	1	2	managed	1	6/20/2008 12:00:00 AM	
2380	Schorfheide	SEG3	Trifolium	Trifolium repens	70	70	realistic	1	6/20/2008 12:00:00 AM	
2381	Schorfheide	SEG3	Trifolium	Trifolium repens	6	12	succession	1	6/20/2008 12:00:00 AM	
2382	Schorfheide	SEG3	Cirsium	Cirsium oleraceum	2	6	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2383	Schorfheide	SEG3	Cirsium	Cirsium oleraceum	5	15	succession	2	7/27/2008 12:00:00 AM	
2384	Schorfheide	SEG3	Pastinaca	Pastinaca sativa	300	25	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2385	Schorfheide	SEG3	Symphytum	Symphytum officinale	30	45	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2386	Schorfheide	SEG3	Symphytum	Symphytum officinale	15	22	realistic	2	7/27/2008 12:00:00 AM	
2387	Schorfheide	SEG3	Trifolium	Trifolium repens	4	8	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2388	Schorfheide	SEG3	Trifolium	Trifolium repens	120	240	realistic	2	7/27/2008 12:00:00 AM	
2389	Schorfheide	SEG3	Ranunculus		1	1	managed	1	6/20/2008 12:00:00 AM	
2390	Schorfheide	SEG3	Ranunculus		2	2	succession	1	6/20/2008 12:00:00 AM	
2391	Schorfheide	SEG30			0	0	managed	1	6/18/2008 12:00:00 AM	
2392	Schorfheide	SEG30			0	0	realistic	1	6/18/2008 12:00:00 AM	
2393	Schorfheide	SEG30			0	0	succession	1	6/18/2008 12:00:00 AM	
2394	Schorfheide	SEG30			0	0	managed	2	7/26/2008 12:00:00 AM	7/3/2008
2395	Schorfheide	SEG30			0	0	realistic	2	7/26/2008 12:00:00 AM	
2396	Schorfheide	SEG30			0	0	succession	2	7/26/2008 12:00:00 AM	
2397	Schorfheide	SEG30			0	0	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2398	Schorfheide	SEG30			0	0	realistic	3	8/21/2008 12:00:00 AM	
2399	Schorfheide	SEG30			0	0	succession	3	8/21/2008 12:00:00 AM	
2400	Schorfheide	SEG31			0	0	realistic	1	6/18/2008 12:00:00 AM	
2401	Schorfheide	SEG31			0	0	managed	2	7/26/2008 12:00:00 AM	7/3/2008
2402	Schorfheide	SEG31			0	0	succession	2	7/26/2008 12:00:00 AM	
2403	Schorfheide	SEG31	Galium	Galium mollugo agg.	6500	722	managed	1	6/18/2008 12:00:00 AM	
2404	Schorfheide	SEG31	Galium	Galium mollugo agg.	1000	111	succession	1	6/18/2008 12:00:00 AM	
2405	Schorfheide	SEG31	Potentilla	Potentilla reptans	65	65	managed	1	6/18/2008 12:00:00 AM	
2406	Schorfheide	SEG31	Galium	Galium mollugo agg.	140	16	realistic	2	7/26/2008 12:00:00 AM	
2407	Schorfheide	SEG31	Galium	Galium mollugo agg.	15	2	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2408	Schorfheide	SEG31	Galium	Galium mollugo agg.	45	5	succession	3	8/21/2008 12:00:00 AM	
2409	Schorfheide	SEG31	Lotus	Lotus corniculatus	3	3	realistic	3	8/21/2008 12:00:00 AM	
2410	Schorfheide	SEG32			0	0	managed	1	6/18/2008 12:00:00 AM	
2411	Schorfheide	SEG32			0	0	realistic	1	6/18/2008 12:00:00 AM	
2412	Schorfheide	SEG32			0	0	managed	2	7/26/2008 12:00:00 AM	7/3/2008
2413	Schorfheide	SEG32			0	0	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2414	Schorfheide	SEG32			0	0	realistic	3	8/21/2008 12:00:00 AM	
2415	Schorfheide	SEG32	Galium	Galium mollugo agg.	3000	333	succession	1	6/18/2008 12:00:00 AM	
2416	Schorfheide	SEG32	Achillea	Achillea millefolium	40	7	succession	2	7/26/2008 12:00:00 AM	
2417	Schorfheide	SEG32	Galium	Galium mollugo agg.	60	7	realistic	2	7/26/2008 12:00:00 AM	
2418	Schorfheide	SEG32	Plantago	Plantago lanceolata	8	16	realistic	2	7/26/2008 12:00:00 AM	
2419	Schorfheide	SEG32	Plantago	Plantago lanceolata	10	20	succession	2	7/26/2008 12:00:00 AM	
2420	Schorfheide	SEG32	Achillea	Achillea millefolium	15	3	succession	3	8/21/2008 12:00:00 AM	
2421	Schorfheide	SEG32	Plantago	Plantago lanceolata	1	2	succession	3	8/21/2008 12:00:00 AM	
2422	Schorfheide	SEG33			0	0	managed	3	9/2/2008 12:00:00 AM	8/11/2008
2423	Schorfheide	SEG33			0	0	realistic	3	9/2/2008 12:00:00 AM	
2424	Schorfheide	SEG33	Galium		250	28	succession	2	7/28/2008 12:00:00 AM	
2425	Schorfheide	SEG33	Galium		20	2	succession	3	9/2/2008 12:00:00 AM	
2426	Schorfheide	SEG33	Potentilla	Potentilla reptans	5	5	managed	1	6/19/2008 12:00:00 AM	
2427	Schorfheide	SEG33	Potentilla	Potentilla reptans	30	30	succession	1	6/19/2008 12:00:00 AM	
2428	Schorfheide	SEG33	Trifolium	Trifolium repens	7	14	realistic	1	6/19/2008 12:00:00 AM	
2429	Schorfheide	SEG33	Achillea	Achillea millefolium	120	20	succession	2	7/28/2008 12:00:00 AM	
2430	Schorfheide	SEG33	Plantago	Plantago lanceolata	5	10	managed	2	7/28/2008 12:00:00 AM	7/1/2008
2431	Schorfheide	SEG33	Plantago	Plantago lanceolata	15	30	realistic	2	7/28/2008 12:00:00 AM	
2432	Schorfheide	SEG33	Trifolium	Trifolium repens	1	2	realistic	2	7/28/2008 12:00:00 AM	
2433	Schorfheide	SEG33	Achillea	Achillea millefolium	250	42	succession	3	9/2/2008 12:00:00 AM	
2434	Schorfheide	SEG33	Potentilla		3	3	succession	2	7/28/2008 12:00:00 AM	
2435	Schorfheide	SEG33	Ranunculus		1	1	managed	2	7/28/2008 12:00:00 AM	7/1/2008
2436	Schorfheide	SEG34			0	0	realistic	1	6/19/2008 12:00:00 AM	
2437	Schorfheide	SEG34			0	0	realistic	2	7/28/2008 12:00:00 AM	
2438	Schorfheide	SEG34			0	0	succession	2	7/28/2008 12:00:00 AM	
2439	Schorfheide	SEG34			0	0	realistic	3	9/2/2008 12:00:00 AM	
2440	Schorfheide	SEG34			0	0	succession	3	9/2/2008 12:00:00 AM	
2441	Schorfheide	SEG34	Galium	Galium mollugo agg.	480	53	managed	1	6/19/2008 12:00:00 AM	
2442	Schorfheide	SEG34	Leucanthemum	Leucanthemum vulgare agg.	1	4	succession	1	6/19/2008 12:00:00 AM	
2443	Schorfheide	SEG34	Galium	Galium mollugo agg.	340	38	managed	2	7/28/2008 12:00:00 AM	7/1/2008
2444	Schorfheide	SEG34	Galium	Galium mollugo agg.	100	11	managed	3	9/2/2008 12:00:00 AM	8/11/2008
2445	Schorfheide	SEG35			0	0	realistic	1	6/19/2008 12:00:00 AM	
2446	Schorfheide	SEG35			0	0	succession	1	6/19/2008 12:00:00 AM	
2447	Schorfheide	SEG35			0	0	succession	2	7/28/2008 12:00:00 AM	
2448	Schorfheide	SEG35			0	0	succession	3	9/2/2008 12:00:00 AM	
2449	Schorfheide	SEG35	Potentilla	Potentilla reptans	80	80	managed	1	6/19/2008 12:00:00 AM	
2450	Schorfheide	SEG35	Achillea	Achillea millefolium	60	10	realistic	2	7/28/2008 12:00:00 AM	
2451	Schorfheide	SEG35	Plantago	Plantago lanceolata	28	56	managed	2	7/28/2008 12:00:00 AM	7/1/2008
2452	Schorfheide	SEG35	Plantago	Plantago lanceolata	14	28	realistic	2	7/28/2008 12:00:00 AM	
2453	Schorfheide	SEG35	Potentilla	Potentilla reptans	2	2	managed	2	7/28/2008 12:00:00 AM	7/1/2008
2454	Schorfheide	SEG35	Achillea	Achillea millefolium	200	33	realistic	3	9/2/2008 12:00:00 AM	
2455	Schorfheide	SEG35	Plantago	Plantago lanceolata	32	64	managed	3	9/2/2008 12:00:00 AM	Mahd nicht möglich
2456	Schorfheide	SEG35	Plantago	Plantago lanceolata	11	22	realistic	3	9/2/2008 12:00:00 AM	
2457	Schorfheide	SEG35	Potentilla	Potentilla reptans	4	4	managed	3	9/2/2008 12:00:00 AM	Mahd nicht möglich
2458	Schorfheide	SEG36			0	0	realistic	2	7/28/2008 12:00:00 AM	
2459	Schorfheide	SEG36	Cirsium	Cirsium arvense	5	15	succession	1	6/19/2008 12:00:00 AM	
2460	Schorfheide	SEG36	Potentilla	Potentilla reptans	2	2	managed	1	6/19/2008 12:00:00 AM	
2461	Schorfheide	SEG36	Potentilla	Potentilla reptans	5	5	succession	1	6/19/2008 12:00:00 AM	
2462	Schorfheide	SEG36	Trifolium	Trifolium pratense	8	16	managed	1	6/19/2008 12:00:00 AM	
2463	Schorfheide	SEG36	Trifolium	Trifolium pratense	6	12	succession	1	6/19/2008 12:00:00 AM	
2464	Schorfheide	SEG36	Trifolium	Trifolium repens	70	140	managed	1	6/19/2008 12:00:00 AM	
2465	Schorfheide	SEG36	Trifolium	Trifolium repens	20	40	realistic	1	6/19/2008 12:00:00 AM	
2466	Schorfheide	SEG36	Trifolium	Trifolium repens	145	290	succession	1	6/19/2008 12:00:00 AM	
2467	Schorfheide	SEG36	Lotus	Lotus corniculatus	10	10	succession	2	7/28/2008 12:00:00 AM	
2468	Schorfheide	SEG36	Plantago	Plantago lanceolata	88	176	managed	2	7/28/2008 12:00:00 AM	6/24/2008
2469	Schorfheide	SEG36	Potentilla	Potentilla reptans	11	11	managed	2	7/28/2008 12:00:00 AM	6/24/2008
2470	Schorfheide	SEG36	Potentilla	Potentilla reptans	9	9	succession	2	7/28/2008 12:00:00 AM	
2471	Schorfheide	SEG36	Trifolium	Trifolium pratense	20	40	managed	2	7/28/2008 12:00:00 AM	6/24/2008
2472	Schorfheide	SEG36	Trifolium	Trifolium repens	290	580	managed	2	7/28/2008 12:00:00 AM	6/24/2008
2473	Schorfheide	SEG36	Trifolium	Trifolium repens	135	270	succession	2	7/28/2008 12:00:00 AM	
2474	Schorfheide	SEG36	Leontodon	Leontodon autumnalis	25	75	managed	3	9/2/2008 12:00:00 AM	8/11/2008
2475	Schorfheide	SEG36	Leontodon	Leontodon autumnalis	60	180	realistic	3	9/2/2008 12:00:00 AM	
2476	Schorfheide	SEG36	Plantago	Plantago lanceolata	73	146	managed	3	9/2/2008 12:00:00 AM	8/11/2008
2477	Schorfheide	SEG36	Plantago	Plantago lanceolata	16	32	realistic	3	9/2/2008 12:00:00 AM	
2478	Schorfheide	SEG36	Plantago	Plantago lanceolata	7	14	succession	3	9/2/2008 12:00:00 AM	
2479	Schorfheide	SEG36	Trifolium	Trifolium pratense	8	16	managed	3	9/2/2008 12:00:00 AM	8/11/2008
2480	Schorfheide	SEG36	Trifolium	Trifolium pratense	5	10	realistic	3	9/2/2008 12:00:00 AM	
2481	Schorfheide	SEG36	Trifolium	Trifolium pratense	3	6	succession	3	9/2/2008 12:00:00 AM	
2482	Schorfheide	SEG37	Convolvulus	Convolvulus arvensis	10	30	managed	1	6/18/2008 12:00:00 AM	
2483	Schorfheide	SEG37	Hypochaeris	Hypochaeris radicata	610	1220	managed	1	6/18/2008 12:00:00 AM	
2484	Schorfheide	SEG37	Hypochaeris	Hypochaeris radicata	530	1060	realistic	1	6/18/2008 12:00:00 AM	
2485	Schorfheide	SEG37	Hypochaeris	Hypochaeris radicata	760	1520	succession	1	6/18/2008 12:00:00 AM	
2486	Schorfheide	SEG37	Trifolium	Trifolium repens	60	120	managed	1	6/18/2008 12:00:00 AM	
2487	Schorfheide	SEG37	Trifolium	Trifolium repens	55	110	realistic	1	6/18/2008 12:00:00 AM	
2488	Schorfheide	SEG37	Achillea	Achillea millefolium	60	10	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2489	Schorfheide	SEG37	Achillea	Achillea millefolium	3920	653	realistic	2	7/26/2008 12:00:00 AM	
2490	Schorfheide	SEG37	Achillea	Achillea millefolium	2700	450	succession	2	7/26/2008 12:00:00 AM	
2491	Schorfheide	SEG37	Hypochaeris	Hypochaeris radicata	500	1000	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2492	Schorfheide	SEG37	Hypochaeris	Hypochaeris radicata	600	1200	realistic	2	7/26/2008 12:00:00 AM	
2493	Schorfheide	SEG37	Hypochaeris	Hypochaeris radicata	600	1200	succession	2	7/26/2008 12:00:00 AM	
2494	Schorfheide	SEG37	Plantago	Plantago lanceolata	120	240	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2495	Schorfheide	SEG37	Plantago	Plantago lanceolata	32	64	realistic	2	7/26/2008 12:00:00 AM	
2496	Schorfheide	SEG37	Plantago	Plantago lanceolata	80	160	succession	2	7/26/2008 12:00:00 AM	
2497	Schorfheide	SEG37	Trifolium	Trifolium arvense	35	70	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2498	Schorfheide	SEG37	Trifolium	Trifolium arvense	50	100	realistic	2	7/26/2008 12:00:00 AM	
2499	Schorfheide	SEG37	Trifolium	Trifolium arvense	110	220	succession	2	7/26/2008 12:00:00 AM	
2500	Schorfheide	SEG37	Trifolium	Trifolium pratense	7	14	realistic	2	7/26/2008 12:00:00 AM	
2501	Schorfheide	SEG37	Trifolium	Trifolium repens	110	220	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2502	Schorfheide	SEG37	Trifolium	Trifolium repens	30	60	realistic	2	7/26/2008 12:00:00 AM	
2503	Schorfheide	SEG37	Trifolium	Trifolium repens	45	90	succession	2	7/26/2008 12:00:00 AM	
2504	Schorfheide	SEG37	Achillea	Achillea millefolium	50	8	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2505	Schorfheide	SEG37	Achillea	Achillea millefolium	2700	450	realistic	3	8/21/2008 12:00:00 AM	
2506	Schorfheide	SEG37	Achillea	Achillea millefolium	1100	183	succession	3	8/21/2008 12:00:00 AM	
2507	Schorfheide	SEG37	Conyza	Conyza canadensis	40	7	succession	3	8/21/2008 12:00:00 AM	
2508	Schorfheide	SEG37	Leontodon	Leontodon autumnalis	15	45	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2509	Schorfheide	SEG37	Leontodon	Leontodon autumnalis	11	33	realistic	3	8/21/2008 12:00:00 AM	
2510	Schorfheide	SEG37	Leontodon	Leontodon autumnalis	11	33	succession	3	8/21/2008 12:00:00 AM	
2511	Schorfheide	SEG37	Plantago	Plantago lanceolata	14	28	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2512	Schorfheide	SEG37	Plantago	Plantago lanceolata	5	10	realistic	3	8/21/2008 12:00:00 AM	
2513	Schorfheide	SEG37	Trifolium	Trifolium arvense	8	16	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2514	Schorfheide	SEG37	Trifolium	Trifolium arvense	40	80	realistic	3	8/21/2008 12:00:00 AM	
2515	Schorfheide	SEG37	Trifolium	Trifolium arvense	140	280	succession	3	8/21/2008 12:00:00 AM	
2516	Schorfheide	SEG37	Trifolium	Trifolium repens	5	10	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2517	Schorfheide	SEG4			0	0	realistic	2	7/27/2008 12:00:00 AM	
2518	Schorfheide	SEG4			0	0	managed	3	9/3/2008 12:00:00 AM	8/11/2008
2519	Schorfheide	SEG4	Galium		1900	211	managed	1	6/16/2008 12:00:00 AM	no mowing
2520	Schorfheide	SEG4	Galium		5000	556	realistic	1	6/16/2008 12:00:00 AM	
2521	Schorfheide	SEG4	Galium		7000	778	succession	1	6/16/2008 12:00:00 AM	
2522	Schorfheide	SEG4	Galium		10	1	realistic	3	9/3/2008 12:00:00 AM	
2523	Schorfheide	SEG4	Galium		290	32	succession	3	9/3/2008 12:00:00 AM	
2524	Schorfheide	SEG4	Symphytum	Symphytum officinale	75	113	managed	1	6/16/2008 12:00:00 AM	no mowing
2525	Schorfheide	SEG4	Symphytum	Symphytum officinale	140	210	managed	1	6/16/2008 12:00:00 AM	no mowing
2526	Schorfheide	SEG4	Symphytum	Symphytum officinale	50	75	realistic	1	6/16/2008 12:00:00 AM	
2527	Schorfheide	SEG4	Symphytum	Symphytum officinale	92	138	realistic	1	6/16/2008 12:00:00 AM	
2528	Schorfheide	SEG4	Symphytum	Symphytum officinale	19	29	succession	1	6/16/2008 12:00:00 AM	
2529	Schorfheide	SEG4	Symphytum	Symphytum officinale	127	191	succession	1	6/16/2008 12:00:00 AM	
2530	Schorfheide	SEG4	Cirsium	Cirsium oleraceum	8	12	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2531	Schorfheide	SEG4	Cirsium	Cirsium oleraceum	6	18	succession	2	7/27/2008 12:00:00 AM	
2532	Schorfheide	SEG4	Symphytum	Symphytum officinale	7	8	managed	2	7/27/2008 12:00:00 AM	7/5/2008
2533	Schorfheide	SEG4	Symphytum	Symphytum officinale	5	8	succession	2	7/27/2008 12:00:00 AM	
2534	Schorfheide	SEG4	Cirsium	Cirsium oleraceum	8	12	realistic	3	9/3/2008 12:00:00 AM	
2535	Schorfheide	SEG4	Cirsium	Cirsium oleraceum	22	33	succession	3	9/3/2008 12:00:00 AM	
2536	Schorfheide	SEG4	Symphytum	Symphytum officinale	11	17	realistic	3	9/3/2008 12:00:00 AM	
2537	Schorfheide	SEG4	Symphytum	Symphytum officinale	20	30	succession	3	9/3/2008 12:00:00 AM	
2538	Schorfheide	SEG40	Medicago	Medicago lupulina	10	3	managed	1	6/18/2008 12:00:00 AM	
2539	Schorfheide	SEG40	Potentilla	Potentilla reptans	100	100	managed	1	6/18/2008 12:00:00 AM	
2540	Schorfheide	SEG40	Potentilla	Potentilla reptans	60	60	succession	1	6/18/2008 12:00:00 AM	
2541	Schorfheide	SEG40	Trifolium	Trifolium pratense	1	2	succession	1	6/18/2008 12:00:00 AM	
2542	Schorfheide	SEG40	Trifolium	Trifolium repens	50	50	managed	1	6/18/2008 12:00:00 AM	
2543	Schorfheide	SEG40	Trifolium	Trifolium repens	8	16	realistic	1	6/18/2008 12:00:00 AM	
2544	Schorfheide	SEG40	Achillea	Achillea millefolium	150	25	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2545	Schorfheide	SEG40	Achillea	Achillea millefolium	40	7	realistic	2	7/26/2008 12:00:00 AM	
2546	Schorfheide	SEG40	Achillea	Achillea millefolium	900	150	succession	2	7/26/2008 12:00:00 AM	
2547	Schorfheide	SEG40	Geranium	Geranium molle	3	3	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2548	Schorfheide	SEG40	Geranium	Geranium molle	6	6	realistic	2	7/26/2008 12:00:00 AM	
2549	Schorfheide	SEG40	Geranium	Geranium molle	5	5	succession	2	7/26/2008 12:00:00 AM	
2550	Schorfheide	SEG40	Lotus	Lotus corniculatus	20	20	realistic	2	7/26/2008 12:00:00 AM	
2551	Schorfheide	SEG40	Medicago	Medicago lupulina	40	10	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2552	Schorfheide	SEG40	Medicago	Medicago lupulina	25	6	realistic	2	7/26/2008 12:00:00 AM	
2553	Schorfheide	SEG40	Medicago	Medicago lupulina	10	3	succession	2	7/26/2008 12:00:00 AM	
2554	Schorfheide	SEG40	Potentilla	Potentilla reptans	20	20	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2555	Schorfheide	SEG40	Trifolium	Trifolium pratense	4	8	succession	2	7/26/2008 12:00:00 AM	
2556	Schorfheide	SEG40	Trifolium	Trifolium repens	200	400	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2557	Schorfheide	SEG40	Trifolium	Trifolium repens	50	100	realistic	2	7/26/2008 12:00:00 AM	
2558	Schorfheide	SEG40	Trifolium	Trifolium repens	69	138	succession	2	7/26/2008 12:00:00 AM	
2559	Schorfheide	SEG40	Achillea	Achillea millefolium	70	12	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2560	Schorfheide	SEG40	Achillea	Achillea millefolium	100	17	realistic	3	8/21/2008 12:00:00 AM	
2561	Schorfheide	SEG40	Achillea	Achillea millefolium	1480	247	succession	3	8/21/2008 12:00:00 AM	
2562	Schorfheide	SEG40	Cirsium	Cirsium arvense	2	6	realistic	3	8/21/2008 12:00:00 AM	
2563	Schorfheide	SEG40	Geranium	Geranium molle	6	3	realistic	3	8/21/2008 12:00:00 AM	
2564	Schorfheide	SEG40	Medicago	Medicago lupulina	20	5	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2565	Schorfheide	SEG40	Medicago	Medicago lupulina	20	5	realistic	3	8/21/2008 12:00:00 AM	
2566	Schorfheide	SEG40	Medicago	Medicago lupulina	10	3	succession	3	8/21/2008 12:00:00 AM	
2567	Schorfheide	SEG40	Plantago	Plantago lanceolata	10	20	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2568	Schorfheide	SEG40	Plantago	Plantago lanceolata	11	22	realistic	3	8/21/2008 12:00:00 AM	
2569	Schorfheide	SEG40	Plantago	Plantago lanceolata	5	10	succession	3	8/21/2008 12:00:00 AM	
2570	Schorfheide	SEG40	Trifolium	Trifolium pratense	4	8	succession	3	8/21/2008 12:00:00 AM	
2571	Schorfheide	SEG40	Trifolium	Trifolium repens	2	4	realistic	3	8/21/2008 12:00:00 AM	
2572	Schorfheide	SEG41	Cirsium		3	9	realistic	3	8/21/2008 12:00:00 AM	
2573	Schorfheide	SEG41	Trifolium	Trifolium repens	1170	2340	managed	1	6/18/2008 12:00:00 AM	
2574	Schorfheide	SEG41	Trifolium	Trifolium repens	2000	4000	realistic	1	6/18/2008 12:00:00 AM	
2575	Schorfheide	SEG41	Trifolium	Trifolium repens	2750	5500	succession	1	6/18/2008 12:00:00 AM	
2576	Schorfheide	SEG41	Achillea	Achillea millefolium	120	20	realistic	2	7/26/2008 12:00:00 AM	
2577	Schorfheide	SEG41	Cirsium	Cirsium arvense	7	21	realistic	2	7/26/2008 12:00:00 AM	
2578	Schorfheide	SEG41	Cirsium	Cirsium arvense	5	15	succession	2	7/26/2008 12:00:00 AM	
2579	Schorfheide	SEG41	Trifolium	Trifolium pratense	3	6	realistic	2	7/26/2008 12:00:00 AM	
2580	Schorfheide	SEG41	Trifolium	Trifolium repens	210	420	managed	2	7/26/2008 12:00:00 AM	6/23/2008
2581	Schorfheide	SEG41	Trifolium	Trifolium repens	4	8	realistic	2	7/26/2008 12:00:00 AM	
2582	Schorfheide	SEG41	Trifolium	Trifolium repens	49	98	succession	2	7/26/2008 12:00:00 AM	
2583	Schorfheide	SEG41	Achillea	Achillea millefolium	135	270	realistic	3	8/21/2008 12:00:00 AM	
2584	Schorfheide	SEG41	Achillea	Achillea millefolium	550	92	succession	3	8/21/2008 12:00:00 AM	
2585	Schorfheide	SEG41	Plantago	Plantago lanceolata	4	8	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2586	Schorfheide	SEG41	Plantago	Plantago lanceolata	5	10	succession	3	8/21/2008 12:00:00 AM	
2587	Schorfheide	SEG41	Trifolium	Trifolium pratense	1	2	realistic	3	8/21/2008 12:00:00 AM	
2588	Schorfheide	SEG41	Trifolium	Trifolium pratense	3	6	succession	3	8/21/2008 12:00:00 AM	
2589	Schorfheide	SEG41	Trifolium	Trifolium repens	7	14	managed	3	8/21/2008 12:00:00 AM	7/29/2008
2590	Schorfheide	SEG44	Leontodon	Leontodon autumnalis	5	15	realistic	2	7/30/2008 12:00:00 AM	
2591	Schorfheide	SEG44	Leontodon	Leontodon autumnalis	4	12	realistic	2	7/30/2008 12:00:00 AM	
2592	Schorfheide	SEG44	Leontodon	Leontodon autumnalis	2	6	succession	2	7/30/2008 12:00:00 AM	
2593	Schorfheide	SEG44	Plantago	Plantago lanceolata	70	140	managed	2	7/30/2008 12:00:00 AM	6/30/2008
2594	Schorfheide	SEG44	Plantago	Plantago lanceolata	19	38	realistic	2	7/30/2008 12:00:00 AM	
2595	Schorfheide	SEG44	Plantago	Plantago lanceolata	33	66	succession	2	7/30/2008 12:00:00 AM	
2596	Schorfheide	SEG44	Trifolium	Trifolium pratense	2	4	managed	2	7/30/2008 12:00:00 AM	6/30/2008
2597	Schorfheide	SEG44	Trifolium	Trifolium pratense	6	12	realistic	2	7/30/2008 12:00:00 AM	
2598	Schorfheide	SEG44	Trifolium	Trifolium pratense	2	4	succession	2	7/30/2008 12:00:00 AM	
2599	Schorfheide	SEG44	Trifolium	Trifolium repens	85	170	managed	2	7/30/2008 12:00:00 AM	6/30/2008
2600	Schorfheide	SEG44	Trifolium	Trifolium repens	90	180	realistic	2	7/30/2008 12:00:00 AM	
2601	Schorfheide	SEG44	Trifolium	Trifolium repens	100	200	succession	2	7/30/2008 12:00:00 AM	
2602	Schorfheide	SEG44	Vicia	Vicia cracca	150	150	succession	2	7/30/2008 12:00:00 AM	
2603	Schorfheide	SEG44	Achillea	Achillea millefolium	400	67	succession	3	9/5/2008 12:00:00 AM	
2604	Schorfheide	SEG44	Cichorium	Cichorium intybus	10	40	succession	3	9/5/2008 12:00:00 AM	
2605	Schorfheide	SEG44	Leontodon	Leontodon autumnalis	4	12	realistic	3	9/5/2008 12:00:00 AM	
2606	Schorfheide	SEG44	Plantago	Plantago lanceolata	17	34	managed	3	9/5/2008 12:00:00 AM	8/12/2008
2607	Schorfheide	SEG44	Plantago	Plantago lanceolata	17	34	succession	3	9/5/2008 12:00:00 AM	
2608	Schorfheide	SEG44	Trifolium	Trifolium pratense	2	4	managed	3	9/5/2008 12:00:00 AM	8/12/2008
2609	Schorfheide	SEG44	Trifolium	Trifolium pratense	3	6	succession	3	9/5/2008 12:00:00 AM	
2610	Schorfheide	SEG44	Trifolium	Trifolium repens	55	110	managed	3	9/5/2008 12:00:00 AM	8/12/2008
2611	Schorfheide	SEG44	Trifolium	Trifolium repens	35	70	realistic	3	9/5/2008 12:00:00 AM	
2612	Schorfheide	SEG44	Trifolium	Trifolium repens	15	30	succession	3	9/5/2008 12:00:00 AM	
2613	Schorfheide	SEG45			0	0	realistic	3	9/5/2008 12:00:00 AM	
2614	Schorfheide	SEG45			0	0	succession	3	9/5/2008 12:00:00 AM	
2615	Schorfheide	SEG45	Stellaria	Stellaria graminea	14	4	succession	1	6/15/2008 12:00:00 AM	
2616	Schorfheide	SEG45	Trifolium	Trifolium campestre	5	1	realistic	1	6/15/2008 12:00:00 AM	
2617	Schorfheide	SEG45	Trifolium	Trifolium campestre	6	2	succession	1	6/15/2008 12:00:00 AM	
2618	Schorfheide	SEG45	Trifolium	Trifolium pratense	3	6	managed	1	6/15/2008 12:00:00 AM	
2619	Schorfheide	SEG45	Trifolium	Trifolium pratense	6	12	realistic	1	6/15/2008 12:00:00 AM	
2620	Schorfheide	SEG45	Trifolium	Trifolium repens	110	220	managed	1	6/15/2008 12:00:00 AM	
2621	Schorfheide	SEG45	Trifolium	Trifolium repens	71	142	realistic	1	6/15/2008 12:00:00 AM	
2622	Schorfheide	SEG45	Trifolium	Trifolium repens	20	40	succession	1	6/15/2008 12:00:00 AM	
2623	Schorfheide	SEG45	Vicia	Vicia sativa	7	21	managed	1	6/15/2008 12:00:00 AM	
